pcbSize,pcbType,RefDes,X,Y,segment,boundingX,boundingY,boundingWidth,boundingHeight,,
4,out,23,5200,-1600,G,-2400,400,10800,4000,,
4,out,24,6000,-1600,G,-2400,400,10800,4000,,
4,out,25,6800,-1600,G,-2400,400,10800,4000,,
4,out,26,7600,-1600,G,-2400,400,10800,4000,,
4,out,27,-550,-2150,F,-2400,400,10800,4000,,
4,out,28,550,-2150,F,-2400,400,10800,4000,,
4,out,29,5450,-2150,G,-2400,400,10800,4000,,
4,out,30,6550,-2150,G,-2400,400,10800,4000,,
4,out,31,-1400,-2400,F,-2400,400,10800,4000,,
4,out,32,0,-2400,F,-2400,400,10800,4000,,
4,out,33,1400,-2400,F,-2400,400,10800,4000,,
4,out,34,4600,-2400,G,-2400,400,10800,4000,,
4,out,35,6000,-2400,G,-2400,400,10800,4000,,
4,out,36,7400,-2400,G,-2400,400,10800,4000,,
4,out,37,-800,-3000,F,-2400,400,10800,4000,,
4,out,38,800,-3000,F,-2400,400,10800,4000,,
4,out,39,5200,-3000,G,-2400,400,10800,4000,,
4,out,40,6800,-3000,G,-2400,400,10800,4000,,
4,out,41,0,-3200,F,-2400,400,10800,4000,,
4,out,42,6000,-3200,G,-2400,400,10800,4000,,
4,qtr_1_2,1,0,0,E,-2400,400,10800,4000,,
4,qtr_1_2,2,6000,0,F,-2400,400,10800,4000,,
4,qtr_1_2,3,-800,-200,E,-2400,400,10800,4000,,
4,qtr_1_2,4,800,-200,E,-2400,400,10800,4000,,
4,qtr_1_2,5,5200,-200,F,-2400,400,10800,4000,,
4,qtr_1_2,6,6800,-200,F,-2400,400,10800,4000,,
4,qtr_1_2,7,-1400,-800,E,-2400,400,10800,4000,,
4,qtr_1_2,8,0,-800,E,-2400,400,10800,4000,,
4,qtr_1_2,9,1400,-800,E,-2400,400,10800,4000,,
4,qtr_1_2,10,4600,-800,F,-2400,400,10800,4000,,
4,qtr_1_2,11,6000,-800,F,-2400,400,10800,4000,,
4,qtr_1_2,12,7400,-800,F,-2400,400,10800,4000,,
4,qtr_1_2,13,-550,-1050,E,-2400,400,10800,4000,,
4,qtr_1_2,14,550,-1050,E,-2400,400,10800,4000,,
4,qtr_1_2,15,5450,-1050,F,-2400,400,10800,4000,,
4,qtr_1_2,16,6550,-1050,F,-2400,400,10800,4000,,
4,qtr_1_2,17,-1600,-1600,E,-2400,400,10800,4000,,
4,qtr_1_2,18,-800,-1600,E,-2400,400,10800,4000,,
4,qtr_1_2,19,0,-1600,E,-2400,400,10800,4000,,
4,qtr_1_2,20,800,-1600,E,-2400,400,10800,4000,,
4,qtr_1_2,21,1600,-1600,E,-2400,400,10800,4000,,
4,qtr_1_2,22,4400,-1600,F,-2400,400,10800,4000,,
4,qtr_1_2,23,5200,-1600,F,-2400,400,10800,4000,,
4,qtr_1_2,24,6000,-1600,F,-2400,400,10800,4000,,
4,qtr_1_2,25,6800,-1600,F,-2400,400,10800,4000,,
4,qtr_1_2,26,7600,-1600,F,-2400,400,10800,4000,,
4,qtr_1_2,27,-550,-2150,E,-2400,400,10800,4000,,
4,qtr_1_2,28,550,-2150,E,-2400,400,10800,4000,,
4,qtr_1_2,29,5450,-2150,F,-2400,400,10800,4000,,
4,qtr_1_2,30,6550,-2150,F,-2400,400,10800,4000,,
4,qtr_1_2,31,-1400,-2400,E,-2400,400,10800,4000,,
4,qtr_1_2,32,0,-2400,E,-2400,400,10800,4000,,
4,qtr_1_2,33,1400,-2400,E,-2400,400,10800,4000,,
4,qtr_1_2,34,4600,-2400,F,-2400,400,10800,4000,,
4,qtr_1_2,35,6000,-2400,F,-2400,400,10800,4000,,
4,qtr_1_2,36,7400,-2400,F,-2400,400,10800,4000,,
4,qtr_1_2,37,-800,-3000,E,-2400,400,10800,4000,,
4,qtr_1_2,38,800,-3000,E,-2400,400,10800,4000,,
4,qtr_1_2,39,5200,-3000,F,-2400,400,10800,4000,,
4,qtr_1_2,40,6800,-3000,F,-2400,400,10800,4000,,
4,qtr_1_2,41,0,-3200,E,-2400,400,10800,4000,,
4,qtr_1_2,42,6000,-3200,F,-2400,400,10800,4000,,
4,qtr_3_4,1,0,0,G,-2400,400,10800,4000,,
4,qtr_3_4,2,6000,0,F,-2400,400,10800,4000,,
4,qtr_3_4,3,-800,-200,G,-2400,400,10800,4000,,
4,qtr_3_4,4,800,-200,G,-2400,400,10800,4000,,
4,qtr_3_4,5,5200,-200,F,-2400,400,10800,4000,,
4,qtr_3_4,6,6800,-200,F,-2400,400,10800,4000,,
4,qtr_3_4,7,-1400,-800,G,-2400,400,10800,4000,,
4,qtr_3_4,8,0,-800,G,-2400,400,10800,4000,,
4,qtr_3_4,9,1400,-800,G,-2400,400,10800,4000,,
4,qtr_3_4,10,4600,-800,F,-2400,400,10800,4000,,
4,qtr_3_4,11,6000,-800,F,-2400,400,10800,4000,,
4,qtr_3_4,12,7400,-800,F,-2400,400,10800,4000,,
4,qtr_3_4,13,-550,-1050,G,-2400,400,10800,4000,,
4,qtr_3_4,14,550,-1050,G,-2400,400,10800,4000,,
4,qtr_3_4,15,5450,-1050,F,-2400,400,10800,4000,,
4,qtr_3_4,16,6550,-1050,F,-2400,400,10800,4000,,
4,qtr_3_4,17,-1600,-1600,G,-2400,400,10800,4000,,
4,qtr_3_4,18,-800,-1600,G,-2400,400,10800,4000,,
4,qtr_3_4,19,0,-1600,G,-2400,400,10800,4000,,
4,qtr_3_4,20,800,-1600,G,-2400,400,10800,4000,,
4,qtr_3_4,21,1600,-1600,G,-2400,400,10800,4000,,
4,qtr_3_4,22,4400,-1600,F,-2400,400,10800,4000,,
4,qtr_3_4,23,5200,-1600,F,-2400,400,10800,4000,,
4,qtr_3_4,24,6000,-1600,F,-2400,400,10800,4000,,
4,qtr_3_4,25,6800,-1600,F,-2400,400,10800,4000,,
4,qtr_3_4,26,7600,-1600,F,-2400,400,10800,4000,,
4,qtr_3_4,27,-550,-2150,G,-2400,400,10800,4000,,
4,qtr_3_4,28,550,-2150,G,-2400,400,10800,4000,,
4,qtr_3_4,29,5450,-2150,F,-2400,400,10800,4000,,
4,qtr_3_4,30,6550,-2150,F,-2400,400,10800,4000,,
4,qtr_3_4,31,-1400,-2400,G,-2400,400,10800,4000,,
4,qtr_3_4,32,0,-2400,G,-2400,400,10800,4000,,
4,qtr_3_4,33,1400,-2400,G,-2400,400,10800,4000,,
4,qtr_3_4,34,4600,-2400,F,-2400,400,10800,4000,,
4,qtr_3_4,35,6000,-2400,F,-2400,400,10800,4000,,
4,qtr_3_4,36,7400,-2400,F,-2400,400,10800,4000,,
4,qtr_3_4,37,-800,-3000,G,-2400,400,10800,4000,,
4,qtr_3_4,38,800,-3000,G,-2400,400,10800,4000,,
4,qtr_3_4,39,5200,-3000,F,-2400,400,10800,4000,,
4,qtr_3_4,40,6800,-3000,F,-2400,400,10800,4000,,
4,qtr_3_4,41,0,-3200,G,-2400,400,10800,4000,,
4,qtr_3_4,42,6000,-3200,F,-2400,400,10800,4000,,
4,down_1_2,1,0,0,A,-2400,400,10800,4000,,
4,down_1_2,2,6000,0,B,-2400,400,10800,4000,,
4,down_1_2,3,-800,-200,A,-2400,400,10800,4000,,
4,down_1_2,4,800,-200,A,-2400,400,10800,4000,,
4,down_1_2,5,5200,-200,B,-2400,400,10800,4000,,
4,down_1_2,6,6800,-200,B,-2400,400,10800,4000,,
4,down_1_2,7,-1400,-800,A,-2400,400,10800,4000,,
4,down_1_2,8,0,-800,A,-2400,400,10800,4000,,
4,down_1_2,9,1400,-800,A,-2400,400,10800,4000,,
4,down_1_2,10,4600,-800,B,-2400,400,10800,4000,,
4,down_1_2,11,6000,-800,B,-2400,400,10800,4000,,
4,down_1_2,12,7400,-800,B,-2400,400,10800,4000,,
4,down_1_2,13,-550,-1050,A,-2400,400,10800,4000,,
4,down_1_2,14,550,-1050,A,-2400,400,10800,4000,,
4,down_1_2,15,5450,-1050,B,-2400,400,10800,4000,,
4,down_1_2,16,6550,-1050,B,-2400,400,10800,4000,,
4,down_1_2,17,-1600,-1600,A,-2400,400,10800,4000,,
4,down_1_2,18,-800,-1600,A,-2400,400,10800,4000,,
4,down_1_2,19,0,-1600,A,-2400,400,10800,4000,,
4,down_1_2,20,800,-1600,A,-2400,400,10800,4000,,
4,down_1_2,21,1600,-1600,A,-2400,400,10800,4000,,
4,down_1_2,22,4400,-1600,B,-2400,400,10800,4000,,
4,down_1_2,23,5200,-1600,B,-2400,400,10800,4000,,
4,down_1_2,24,6000,-1600,B,-2400,400,10800,4000,,
4,down_1_2,25,6800,-1600,B,-2400,400,10800,4000,,
4,down_1_2,26,7600,-1600,B,-2400,400,10800,4000,,
4,down_1_2,27,-550,-2150,A,-2400,400,10800,4000,,
4,down_1_2,28,550,-2150,A,-2400,400,10800,4000,,
4,down_1_2,29,5450,-2150,B,-2400,400,10800,4000,,
4,down_1_2,30,6550,-2150,B,-2400,400,10800,4000,,
4,down_1_2,31,-1400,-2400,A,-2400,400,10800,4000,,
4,down_1_2,32,0,-2400,A,-2400,400,10800,4000,,
4,down_1_2,33,1400,-2400,A,-2400,400,10800,4000,,
4,down_1_2,34,4600,-2400,B,-2400,400,10800,4000,,
4,down_1_2,35,6000,-2400,B,-2400,400,10800,4000,,
4,down_1_2,36,7400,-2400,B,-2400,400,10800,4000,,
4,down_1_2,37,-800,-3000,A,-2400,400,10800,4000,,
4,down_1_2,38,800,-3000,A,-2400,400,10800,4000,,
4,down_1_2,39,5200,-3000,B,-2400,400,10800,4000,,
4,down_1_2,40,6800,-3000,B,-2400,400,10800,4000,,
4,down_1_2,41,0,-3200,A,-2400,400,10800,4000,,
4,down_1_2,42,6000,-3200,B,-2400,400,10800,4000,,
4,down_3_4,1,0,0,C,-2400,400,10800,4000,,
4,down_3_4,2,6000,0,D,-2400,400,10800,4000,,
4,down_3_4,3,-800,-200,C,-2400,400,10800,4000,,
4,down_3_4,4,800,-200,C,-2400,400,10800,4000,,
4,down_3_4,5,5200,-200,D,-2400,400,10800,4000,,
4,down_3_4,6,6800,-200,D,-2400,400,10800,4000,,
4,down_3_4,7,-1400,-800,C,-2400,400,10800,4000,,
4,down_3_4,8,0,-800,C,-2400,400,10800,4000,,
4,down_3_4,9,1400,-800,C,-2400,400,10800,4000,,
4,down_3_4,10,4600,-800,D,-2400,400,10800,4000,,
4,down_3_4,11,6000,-800,D,-2400,400,10800,4000,,
4,down_3_4,12,7400,-800,D,-2400,400,10800,4000,,
4,down_3_4,13,-550,-1050,C,-2400,400,10800,4000,,
4,down_3_4,14,550,-1050,C,-2400,400,10800,4000,,
4,down_3_4,15,5450,-1050,D,-2400,400,10800,4000,,
4,down_3_4,16,6550,-1050,D,-2400,400,10800,4000,,
4,down_3_4,17,-1600,-1600,C,-2400,400,10800,4000,,
4,down_3_4,18,-800,-1600,C,-2400,400,10800,4000,,
4,down_3_4,19,0,-1600,C,-2400,400,10800,4000,,
4,down_3_4,20,800,-1600,C,-2400,400,10800,4000,,
4,down_3_4,21,1600,-1600,C,-2400,400,10800,4000,,
4,down_3_4,22,4400,-1600,D,-2400,400,10800,4000,,
4,down_3_4,23,5200,-1600,D,-2400,400,10800,4000,,
4,down_3_4,24,6000,-1600,D,-2400,400,10800,4000,,
4,down_3_4,25,6800,-1600,D,-2400,400,10800,4000,,
4,down_3_4,26,7600,-1600,D,-2400,400,10800,4000,,
4,down_3_4,27,-550,-2150,C,-2400,400,10800,4000,,
4,down_3_4,28,550,-2150,C,-2400,400,10800,4000,,
4,down_3_4,29,5450,-2150,D,-2400,400,10800,4000,,
4,down_3_4,30,6550,-2150,D,-2400,400,10800,4000,,
4,down_3_4,31,-1400,-2400,C,-2400,400,10800,4000,,
4,down_3_4,32,0,-2400,C,-2400,400,10800,4000,,
4,down_3_4,33,1400,-2400,C,-2400,400,10800,4000,,
4,down_3_4,34,4600,-2400,D,-2400,400,10800,4000,,
4,down_3_4,35,6000,-2400,D,-2400,400,10800,4000,,
4,down_3_4,36,7400,-2400,D,-2400,400,10800,4000,,
4,down_3_4,37,-800,-3000,C,-2400,400,10800,4000,,
4,down_3_4,38,800,-3000,C,-2400,400,10800,4000,,
4,down_3_4,39,5200,-3000,D,-2400,400,10800,4000,,
4,down_3_4,40,6800,-3000,D,-2400,400,10800,4000,,
4,down_3_4,41,0,-3200,C,-2400,400,10800,4000,,
4,down_3_4,42,6000,-3200,D,-2400,400,10800,4000,,
4,misc_A,1,0,0,A,-2000,400,4800,4800,,
4,misc_A,2,-800,-200,A,-2000,400,4800,4800,,
4,misc_A,3,800,-200,A,-2000,400,4800,4800,,
4,misc_A,4,-1400,-800,A,-2000,400,4800,4800,,
4,misc_A,5,0,-800,A,-2000,400,4800,4800,,
4,misc_A,6,1400,-800,A,-2000,400,4800,4800,,
4,misc_A,7,-550,-1050,A,-2000,400,4800,4800,,
4,misc_A,8,550,-1050,A,-2000,400,4800,4800,,
4,misc_A,9,-1600,-1600,A,-2000,400,4800,4800,,
4,misc_A,10,-800,-1600,A,-2000,400,4800,4800,,
4,misc_A,11,0,-1600,A,-2000,400,4800,4800,,
4,misc_A,12,800,-1600,A,-2000,400,4800,4800,,
4,misc_A,13,1600,-1600,A,-2000,400,4800,4800,,
4,misc_A,14,-550,-2150,A,-2000,400,4800,4800,,
4,misc_A,15,550,-2150,A,-2000,400,4800,4800,,
4,misc_A,16,-1400,-2400,A,-2000,400,4800,4800,,
4,misc_A,17,0,-2400,A,-2000,400,4800,4800,,
4,misc_A,18,1400,-2400,A,-2000,400,4800,4800,,
4,misc_A,19,-800,-3000,A,-2000,400,4800,4800,,
4,misc_A,20,800,-3000,A,-2000,400,4800,4800,,
4,misc_A,21,0,-3200,A,-2000,400,4800,4800,,
4,misc_C,1,0,0,C,-2000,400,4800,4800,,
4,misc_C,2,-800,-200,C,-2000,400,4800,4800,,
4,misc_C,3,800,-200,C,-2000,400,4800,4800,,
4,misc_C,4,-1400,-800,C,-2000,400,4800,4800,,
4,misc_C,5,0,-800,C,-2000,400,4800,4800,,
4,misc_C,6,1400,-800,C,-2000,400,4800,4800,,
4,misc_C,7,-550,-1050,C,-2000,400,4800,4800,,
4,misc_C,8,550,-1050,C,-2000,400,4800,4800,,
4,misc_C,9,-1600,-1600,C,-2000,400,4800,4800,,
4,misc_C,10,-800,-1600,C,-2000,400,4800,4800,,
4,misc_C,11,0,-1600,C,-2000,400,4800,4800,,
4,misc_C,12,800,-1600,C,-2000,400,4800,4800,,
4,misc_C,13,1600,-1600,C,-2000,400,4800,4800,,
4,misc_C,14,-550,-2150,C,-2000,400,4800,4800,,
4,misc_C,15,550,-2150,C,-2000,400,4800,4800,,
4,misc_C,16,-1400,-2400,C,-2000,400,4800,4800,,
4,misc_C,17,0,-2400,C,-2000,400,4800,4800,,
4,misc_C,18,1400,-2400,C,-2000,400,4800,4800,,
4,misc_C,19,-800,-3000,C,-2000,400,4800,4800,,
4,misc_C,20,800,-3000,C,-2000,400,4800,4800,,
4,misc_C,21,0,-3200,C,-2000,400,4800,4800,,
4,misc_F,1,0,0,F,-2000,400,4800,4800,,
4,misc_F,2,-800,-200,F,-2000,400,4800,4800,,
4,misc_F,3,800,-200,F,-2000,400,4800,4800,,
4,misc_F,4,-1400,-800,F,-2000,400,4800,4800,,
4,misc_F,5,0,-800,F,-2000,400,4800,4800,,
4,misc_F,6,1400,-800,F,-2000,400,4800,4800,,
4,misc_F,7,-550,-1050,F,-2000,400,4800,4800,,
4,misc_F,8,550,-1050,F,-2000,400,4800,4800,,
4,misc_F,9,-1600,-1600,F,-2000,400,4800,4800,,
4,misc_F,10,-800,-1600,F,-2000,400,4800,4800,,
4,misc_F,11,0,-1600,F,-2000,400,4800,4800,,
4,misc_F,12,800,-1600,F,-2000,400,4800,4800,,
4,misc_F,13,1600,-1600,F,-2000,400,4800,4800,,
4,misc_F,14,-550,-2150,F,-2000,400,4800,4800,,
4,misc_F,15,550,-2150,F,-2000,400,4800,4800,,
4,misc_F,16,-1400,-2400,F,-2000,400,4800,4800,,
4,misc_F,17,0,-2400,F,-2000,400,4800,4800,,
4,misc_F,18,1400,-2400,F,-2000,400,4800,4800,,
4,misc_F,19,-800,-3000,F,-2000,400,4800,4800,,
4,misc_F,20,800,-3000,F,-2000,400,4800,4800,,
4,misc_F,21,0,-3200,F,-2000,400,4800,4800,,
4,misc_G,1,0,0,G,-2000,400,4800,4800,,
4,misc_G,2,-800,-200,G,-2000,400,4800,4800,,
4,misc_G,3,800,-200,G,-2000,400,4800,4800,,
4,misc_G,4,-1400,-800,G,-2000,400,4800,4800,,
4,misc_G,5,0,-800,G,-2000,400,4800,4800,,
4,misc_G,6,1400,-800,G,-2000,400,4800,4800,,
4,misc_G,7,-550,-1050,G,-2000,400,4800,4800,,
4,misc_G,8,550,-1050,G,-2000,400,4800,4800,,
4,misc_G,9,-1600,-1600,G,-2000,400,4800,4800,,
4,misc_G,10,-800,-1600,G,-2000,400,4800,4800,,
4,misc_G,11,0,-1600,G,-2000,400,4800,4800,,
4,misc_G,12,800,-1600,G,-2000,400,4800,4800,,
4,misc_G,13,1600,-1600,G,-2000,400,4800,4800,,
4,misc_G,14,-550,-2150,G,-2000,400,4800,4800,,
4,misc_G,15,550,-2150,G,-2000,400,4800,4800,,
4,misc_G,16,-1400,-2400,G,-2000,400,4800,4800,,
4,misc_G,17,0,-2400,G,-2000,400,4800,4800,,
4,misc_G,18,1400,-2400,G,-2000,400,4800,4800,,
4,misc_G,19,-800,-3000,G,-2000,400,4800,4800,,
4,misc_G,20,800,-3000,G,-2000,400,4800,4800,,
4,misc_G,21,0,-3200,G,-2000,400,4800,4800,,
4,misc,1,0,0,H,-2000,400,4800,4800,,
4,misc,2,-800,-200,H,-2000,400,4800,4800,,
4,misc,3,800,-200,H,-2000,400,4800,4800,,
4,misc,4,-1400,-800,H,-2000,400,4800,4800,,
4,misc,5,0,-800,H,-2000,400,4800,4800,,
4,misc,6,1400,-800,H,-2000,400,4800,4800,,
4,misc,7,-550,-1050,H,-2000,400,4800,4800,,
4,misc,8,550,-1050,H,-2000,400,4800,4800,,
4,misc,9,-1600,-1600,H,-2000,400,4800,4800,,
4,misc,10,-800,-1600,H,-2000,400,4800,4800,,
4,misc,11,0,-1600,H,-2000,400,4800,4800,,
4,misc,12,800,-1600,H,-2000,400,4800,4800,,
4,misc,13,1600,-1600,H,-2000,400,4800,4800,,
4,misc,14,-550,-2150,H,-2000,400,4800,4800,,
4,misc,15,550,-2150,H,-2000,400,4800,4800,,
4,misc,16,-1400,-2400,H,-2000,400,4800,4800,,
4,misc,17,0,-2400,H,-2000,400,4800,4800,,
4,misc,18,1400,-2400,H,-2000,400,4800,4800,,
4,misc,19,-800,-3000,H,-2000,400,4800,4800,,
4,misc,20,800,-3000,H,-2000,400,4800,4800,,
4,misc,21,0,-3200,H,-2000,400,4800,4800,,
4,misc_I,1,0,0,I,-2000,400,4800,4800,,
4,misc_I,2,-800,-200,I,-2000,400,4800,4800,,
4,misc_I,3,800,-200,I,-2000,400,4800,4800,,
4,misc_I,4,-1400,-800,I,-2000,400,4800,4800,,
4,misc_I,5,0,-800,I,-2000,400,4800,4800,,
4,misc_I,6,1400,-800,I,-2000,400,4800,4800,,
4,misc_I,7,-550,-1050,I,-2000,400,4800,4800,,
4,misc_I,8,550,-1050,I,-2000,400,4800,4800,,
4,misc_I,9,-1600,-1600,I,-2000,400,4800,4800,,
4,misc_I,10,-800,-1600,I,-2000,400,4800,4800,,
4,misc_I,11,0,-1600,I,-2000,400,4800,4800,,
4,misc_I,12,800,-1600,I,-2000,400,4800,4800,,
4,misc_I,13,1600,-1600,I,-2000,400,4800,4800,,
4,misc_I,14,-550,-2150,I,-2000,400,4800,4800,,
4,misc_I,15,550,-2150,I,-2000,400,4800,4800,,
4,misc_I,16,-1400,-2400,I,-2000,400,4800,4800,,
4,misc_I,17,0,-2400,I,-2000,400,4800,4800,,
4,misc_I,18,1400,-2400,I,-2000,400,4800,4800,,
4,misc_I,19,-800,-3000,I,-2000,400,4800,4800,,
4,misc_I,20,800,-3000,I,-2000,400,4800,4800,,
4,misc_I,21,0,-3200,I,-2000,400,4800,4800,,
3,ball,1,0,0,A,-1745,248,12500,3000,,
3,ball,2,4500,0,B,-1745,248,12500,3000,,
3,ball,3,9000,0,C,-1745,248,12500,3000,,
3,ball,4,-600,-250,A,-1745,248,12500,3000,,
3,ball,5,600,-250,A,-1745,248,12500,3000,,
3,ball,6,3900,-250,B,-1745,248,12500,3000,,
3,ball,7,5100,-250,B,-1745,248,12500,3000,,
3,ball,8,8400,-250,C,-1745,248,12500,3000,,
3,ball,9,9600,-250,C,-1745,248,12500,3000,,
3,ball,10,-1000,-650,A,-1745,248,12500,3000,,
3,ball,11,1000,-650,A,-1745,248,12500,3000,,
3,ball,12,3500,-650,B,-1745,248,12500,3000,,
3,ball,13,5500,-650,B,-1745,248,12500,3000,,
3,ball,14,8000,-650,C,-1745,248,12500,3000,,
3,ball,15,10000,-650,C,-1745,248,12500,3000,,
3,ball,16,0,-850,A,-1745,248,12500,3000,,
3,ball,17,4500,-850,B,-1745,248,12500,3000,,
3,ball,18,9000,-850,C,-1745,248,12500,3000,,
3,ball,19,-1200,-1250,A,-1745,248,12500,3000,,
3,ball,20,-400,-1250,A,-1745,248,12500,3000,,
3,ball,21,400,-1250,A,-1745,248,12500,3000,,
3,ball,22,1200,-1250,A,-1745,248,12500,3000,,
3,ball,23,3300,-1250,B,-1745,248,12500,3000,,
3,ball,24,4100,-1250,B,-1745,248,12500,3000,,
3,ball,25,4900,-1250,B,-1745,248,12500,3000,,
3,ball,26,5700,-1250,B,-1745,248,12500,3000,,
3,ball,27,7800,-1250,C,-1745,248,12500,3000,,
3,ball,28,8600,-1250,C,-1745,248,12500,3000,,
3,ball,29,9400,-1250,C,-1745,248,12500,3000,,
3,ball,30,10200,-1250,C,-1745,248,12500,3000,,
3,ball,31,0,-1650,A,-1745,248,12500,3000,,
3,ball,32,4500,-1650,B,-1745,248,12500,3000,,
3,ball,33,9000,-1650,C,-1745,248,12500,3000,,
3,ball,34,-1000,-1850,A,-1745,248,12500,3000,,
3,ball,35,1000,-1850,A,-1745,248,12500,3000,,
3,ball,36,3500,-1850,B,-1745,248,12500,3000,,
3,ball,37,5500,-1850,B,-1745,248,12500,3000,,
3,ball,38,8000,-1850,C,-1745,248,12500,3000,,
3,ball,39,10000,-1850,C,-1745,248,12500,3000,,
3,ball,40,-600,-2250,A,-1745,248,12500,3000,,
3,ball,41,600,-2250,A,-1745,248,12500,3000,,
3,ball,42,3900,-2250,B,-1745,248,12500,3000,,
3,ball,43,5100,-2250,B,-1745,248,12500,3000,,
3,ball,44,8400,-2250,C,-1745,248,12500,3000,,
3,ball,45,9600,-2250,C,-1745,248,12500,3000,,
3,ball,46,0,-2500,A,-1745,248,12500,3000,,
3,ball,47,4500,-2500,B,-1745,248,12500,3000,,
3,ball,48,9000,-2500,C,-1745,248,12500,3000,,
3,strike,1,0,0,D,-2020,310,8500,3000,,
3,strike,2,4500,0,E,-2020,310,8500,3000,,
3,strike,3,-600,-200,D,-2020,310,8500,3000,,
3,strike,4,600,-200,D,-2020,310,8500,3000,,
3,strike,5,3900,-200,E,-2020,310,8500,3000,,
3,strike,6,5100,-200,E,-2020,310,8500,3000,,
3,strike,7,-1000,-600,D,-2020,310,8500,3000,,
3,strike,8,1000,-600,D,-2020,310,8500,3000,,
3,strike,9,3500,-600,E,-2020,310,8500,3000,,
3,strike,10,5500,-600,E,-2020,310,8500,3000,,
3,strike,11,0,-800,D,-2020,310,8500,3000,,
3,strike,12,4500,-800,E,-2020,310,8500,3000,,
3,strike,13,-1200,-1200,D,-2020,310,8500,3000,,
3,strike,14,-400,-1200,D,-2020,310,8500,3000,,
3,strike,15,400,-1200,D,-2020,310,8500,3000,,
3,strike,16,1200,-1200,D,-2020,310,8500,3000,,
3,strike,17,3300,-1200,E,-2020,310,8500,3000,,
3,strike,18,4100,-1200,E,-2020,310,8500,3000,,
3,strike,19,4900,-1200,E,-2020,310,8500,3000,,
3,strike,20,5700,-1200,E,-2020,310,8500,3000,,
3,strike,21,0,-1600,D,-2020,310,8500,3000,,
3,strike,22,4500,-1600,E,-2020,310,8500,3000,,
3,strike,23,-1000,-1800,D,-2020,310,8500,3000,,
3,strike,24,1000,-1800,D,-2020,310,8500,3000,,
3,strike,25,3500,-1800,E,-2020,310,8500,3000,,
3,strike,26,5500,-1800,E,-2020,310,8500,3000,,
3,strike,27,-600,-2200,D,-2020,310,8500,3000,,
3,strike,28,600,-2200,D,-2020,310,8500,3000,,
3,strike,29,3900,-2200,E,-2020,310,8500,3000,,
3,strike,30,5100,-2200,E,-2020,310,8500,3000,,
3,strike,31,0,-2400,D,-2020,310,8500,3000,,
3,strike,32,4500,-2400,E,-2020,310,8500,3000,,
3,out,1,0,0,F,-2020,310,8500,3000,,
3,out,2,4500,0,G,-2020,310,8500,3000,,
3,out,3,-600,-200,F,-2020,310,8500,3000,,
3,out,4,600,-200,F,-2020,310,8500,3000,,
3,out,5,3900,-200,G,-2020,310,8500,3000,,
3,out,6,5100,-200,G,-2020,310,8500,3000,,
3,out,7,-1000,-600,F,-2020,310,8500,3000,,
3,out,8,1000,-600,F,-2020,310,8500,3000,,
3,out,9,3500,-600,G,-2020,310,8500,3000,,
3,out,10,5500,-600,G,-2020,310,8500,3000,,
3,out,11,0,-800,F,-2020,310,8500,3000,,
3,out,12,4500,-800,G,-2020,310,8500,3000,,
3,out,13,-1200,-1200,F,-2020,310,8500,3000,,
3,out,14,-400,-1200,F,-2020,310,8500,3000,,
3,out,15,400,-1200,F,-2020,310,8500,3000,,
3,out,16,1200,-1200,F,-2020,310,8500,3000,,
3,out,17,3300,-1200,G,-2020,310,8500,3000,,
3,out,18,4100,-1200,G,-2020,310,8500,3000,,
3,out,19,4900,-1200,G,-2020,310,8500,3000,,
3,out,20,5700,-1200,G,-2020,310,8500,3000,,
3,out,21,0,-1600,F,-2020,310,8500,3000,,
3,out,22,4500,-1600,G,-2020,310,8500,3000,,
3,out,23,-1000,-1800,F,-2020,310,8500,3000,,
3,out,24,1000,-1800,F,-2020,310,8500,3000,,
3,out,25,3500,-1800,G,-2020,310,8500,3000,,
3,out,26,5500,-1800,G,-2020,310,8500,3000,,
3,out,27,-600,-2200,F,-2020,310,8500,3000,,
3,out,28,600,-2200,F,-2020,310,8500,3000,,
3,out,29,3900,-2200,G,-2020,310,8500,3000,,
3,out,30,5100,-2200,G,-2020,310,8500,3000,,
3,out,31,0,-2400,F,-2020,310,8500,3000,,
3,out,32,4500,-2400,G,-2020,310,8500,3000,,
3,bonus,1,0,0,C,-2020,310,8500,3000,,
3,bonus,2,4500,0,E,-2020,310,8500,3000,,
3,bonus,3,-600,-200,C,-2020,310,8500,3000,,
3,bonus,4,600,-200,C,-2020,310,8500,3000,,
3,bonus,5,3900,-200,E,-2020,310,8500,3000,,
3,bonus,6,5100,-200,E,-2020,310,8500,3000,,
3,bonus,7,-1000,-600,C,-2020,310,8500,3000,,
3,bonus,8,1000,-600,C,-2020,310,8500,3000,,
3,bonus,9,3500,-600,E,-2020,310,8500,3000,,
3,bonus,10,5500,-600,E,-2020,310,8500,3000,,
3,bonus,11,0,-800,C,-2020,310,8500,3000,,
3,bonus,12,4500,-800,E,-2020,310,8500,3000,,
3,bonus,13,-1200,-1200,C,-2020,310,8500,3000,,
3,bonus,14,-400,-1200,C,-2020,310,8500,3000,,
3,bonus,15,400,-1200,C,-2020,310,8500,3000,,
3,bonus,16,1200,-1200,C,-2020,310,8500,3000,,
3,bonus,17,3300,-1200,E,-2020,310,8500,3000,,
3,bonus,18,4100,-1200,E,-2020,310,8500,3000,,
